Customer_ID;Name;Sex;Age;Occupation;Annual_Income;Monthly_Inhand_Salary
33550;Lisaf;M;42;Abogado / Notario / Escribano;107451.03;9204.25
16717;Jonasb;M;20;Arquitectura;91717.32;7856.11
7867;Georges;M;27;Varios;12723.33;1183.28
24898;Taran;M;37;Contador;12062.27;1195.19
22087;Soyoungh;M;40;Abogado / Notario / Escribano;79367.94;6536
44488;Soyoungk;M;30;Mecánico;84374.12;7204.18
27472;Janq;M;53;Ciencias Varias;103049.46;8408.46
25714;Julien Toyerg;F;24;Periodismo;32218.68;2813.89
16937;McAllisterq;F;45;Arquitectura;22032.74;2079.06
29979;Schnurrv;F;50;Emprendedor / Independiente;19514.52;1874.21
28904;Soyoung Kimx;F;37;Varios;87070;7295.83
47116;Olesya Dmitracovaa;F;22;Ciencias Varias;27347.9;2499.99
39053;Chadbournz;F;41;Varios;47899.86;3852.66
49739;Lu Jianxinf;F;18;Ingeniero;40492.58;3275.38
10791;Jim Finklek;F;29;Abogado / Notario / Escribano;20334.43;1541.54
28738;Goldsteinv;F;31;Doctor;33409.33;2529.11
11810;Simpsonf;M;40;Abogado / Notario / Escribano;15551.6;1315.97
17488;Nadia Damounix;M;22;Profesor;88220.12;7146.68
24530;Kokl;M;50;Artes;138142.16;11719.85
33471;Laurenced;M;27;Admnistración;56714.52;4561.21
32551;Ernesti;M;52;Emprendedor / Independiente;100058.19;8529.18
35758;Martin Santag;M;23;Varios;86676.39;7198.03
8310;Ernesta;M;26;Admnistración;26281.03;2440.09
13475;Greg Roumeliotise;M;39;Profesor;14407.92;913.66
25627;Ross Kerberx;M;27;Artes;22332.29;1977.02
27814;Brett Wolfb;M;24;Varios;15964.31;1229.36
2077;Georgiopoulosx;M;27;Ciencias Varias;43452.15;3864.01
42659;Katea;F;34;Ingeniero;42018.21;3544.52
17225;Frankf;F;33;Admnistración;86763.16;7138.26
20550;Yukoe;F;26;Emprendedor / Independiente;29901.97;2462.83
26279;Karenu;F;40;Abogado / Notario / Escribano;36963.52;2902.29
31463;Jasonx;F;18;Emprendedor / Independiente;18235.61;1313.63
25763;Harichb;F;27;Profesor;55916.52;4597.71
18915;Wheatleyr;F;28;Doctor;45139.08;3535.59
17147;Deepa Seetharamane;F;37;Emprendedor / Independiente;9589.55;697.13
42473;Josephx;F;19;Profesor;16644.37;1677.03
48040;Altmeyern;M;20;Artes;108337.32;9021.11
21625;Edwardsl;M;49;Artes;29365.12;2524.09
15303;Emmottg;M;42;Ingeniero;64613.32;5232.44
11148;Christiaan Hetznerx;M;25;Doctor;163380.76;13446.06
25321;Woodallf;M;32;Profesor;179948.84;14836.74
24420;Olga Popovak;M;32;Doctor;31323.88;2438.32
46232;Elinorq;M;24;Varios;7476.3;636.03
45944;Agnieszkae;M;48;Periodismo;18407.68;1685.97
17195;Herbert Lashu;M;41;Periodismo;19620.3;1866.03
13142;Henryl;M;46;Doctor;30081.37;2333.78
50670;Chris Petersw;M;23;Mecánico;50043.27;4132.27
13654;Joeh;M;43;Mecánico;18957.37;1637.78
35593;Nadia Damounik;M;46;Abogado / Notario / Escribano;132473.04;10889.42
12675;Fletcherx;M;19;Ingeniero;104708.79;8717.73
11139;Alexr;M;34;Abogado / Notario / Escribano;33616.73;2828.39
50984;Victoriah;M;20;Mecánico;19267.17;1531.6
41522;Shihv;M;54;Admnistración;123306.12;10321.51
5349;Michael Flahertym;M;29;Doctor;7981.35;412.11
11501;Katya Golubkovaz;M;36;Informático;10987.94;1103.66
9644;Rachel Armstrongg;M;18;Profesor;49233;3957.75
10658;Daveyl;M;25;Informático;57765.42;4618.79
2784;Chikafumi Hodof;M;36;Abogado / Notario / Escribano;147221.48;12046.46
24271;Timm;M;20;Abogado / Notario / Escribano;31736.14;2813.68
11452;Carlosm;M;52;Mecánico;105997.47;8711.12
2042;Paul Carstenp;M;18;Contador;46563.27;3750.27
23143;Arunam;M;33;Informático;91308.16;7781.01
35018;"ODonnell""p";M;49;Varios;30020.14;2346.68
46712;Gertrudea;M;26;Profesor;74268.2;6186.02
10869;Ashley Laui;M;43;Profesor;86092.12;6929.34
35275;Jourdane;F;43;Arquitectura;15952.79;1255.4
3802;Ringstrom Johanm;M;43;Mecánico;78999.96;6396.33
25614;Foo Yunf;M;28;Ciencias Varias;34107.42;3000.29
40556;Kirstin Ridleya;M;33;Ciencias Varias;44360.46;3743.71
19901;Scuffhamy;M;24;Ciencias Varias;25138.62;1908.89
21497;Karen Freifeldw;F;38;Abogado / Notario / Escribano;38149.09;3121.09
16638;Mark Hosenballn;M;27;Mecánico;55229.64;4833.47
41245;Georged;M;18;Admnistración;57786.18;4910.52
2241;Wohlu;F;25;Contador;98917.23;8513.1
15264;Chyenf;F;22;Admnistración;15803.96;1308
32690;alls;M;38;Arquitectura;13050.62;1090.55
43735;George Georgiopoulosm;M;35;Varios;40602.72;3177.56
47194;Karen Brettellu;F;42;Contador;56370.98;4973.58
28231;Georgeu;F;51;Profesor;17727.93;1349.33
36050;Sinnerd;M;27;Mecánico;64720.9;5559.41
37660;Hubbardy;F;20;Doctor;19549.47;1897.12
44044;Ghoshg;M;43;Emprendedor / Independiente;63876.28;5325.02
1208;Danielp;F;31;Contador;27269.1;2437.43
36052;Armstrongm;F;51;Abogado / Notario / Escribano;20871.24;1818.27
4535;Cremern;M;27;Profesor;70099.04;6088.59
30939;Michaelg;F;47;Contador;97505.64;8343.47
19099;Mattm;F;18;Admnistración;9734.33;876.19
33615;Berginv;F;53;Contador;35554.04;3096.84
38160;Janw;F;32;Ingeniero;79772.04;6885.67
36152;Mollenkampa;F;41;Ciencias Varias;22416.23;1675.02
3636;Shalal-Esas;F;42;Emprendedor / Independiente;63658.26;5281.86
2744;Rebekahb;F;43;Doctor;74820.12;6511.01
46027;Karen Freifeldq;F;52;Varios;29462.18;2510.18
22023;Georgez;F;37;Abogado / Notario / Escribano;118111.08;10072.59
16860;Deepay;F;22;Contador;10132.99;842.42
27285;Lynnleyw;F;39;Periodismo;53530.53;4315.88
45904;Lucia Mutikanit;M;26;Artes;8918.13;825.18
14232;Rhysx;M;55;Abogado / Notario / Escribano;129903.88;10538.32
11407;Dinesh Nairv;M;26;Emprendedor / Independiente;54275.88;4758.99
33740;Wahbao;M;34;Ingeniero;125047.24;10682.6
43378;Jacobse;M;26;Profesor;45403.1;3536.59
14498;Careyq;M;38;Varios;8545.26;1008.11
43201;Leigh Thomask;M;45;Abogado / Notario / Escribano;32017.75;2905.15
2263;Gancep;M;36;Informático;110064.33;9095.03
14847;Pedrox;M;30;Admnistración;78290.36;6648.2
34452;Victoria Cavalierez;M;24;Contador;83330.32;7235.19
40438;Nishantk;M;24;Informático;8422.39;873.87
31960;Denny Thomasp;M;52;Periodismo;60781.48;5312.12
6581;Jan Strupczewskip;M;52;Mecánico;11855.82;943.99
19186;Tim Hepherw;M;45;Varios;76208.52;6431.71
40413;Clarae;M;30;Arquitectura;23088.35;1836.03
41792;Balazs Koranyiz;M;29;Informático;60417.68;5237.81
48124;Jason Langei;M;41;Artes;33978.57;2685.55
29634;Bartuneks;M;23;Mecánico;116721.18;9552.77
34573;"ODonnell""m";M;36;Contador;9546.43;739.54
30416;David Henryg;M;50;Admnistración;21324.52;1532.04
29676;Steve Guttermann;M;22;Varios;35952.45;3174.04
23044;Catherine Bosleyt;M;20;Ingeniero;7775.33;849.94
34844;Nick Careyp;M;23;Varios;16803.61;1381.3
41731;Sveag;M;30;Admnistración;78390.96;6609.58
30952;"OGrady""g";M;19;Doctor;80485.76;6463.15
44128;Karl Plumej;M;21;Abogado / Notario / Escribano;131235.75;11085.31
50127;Michele Kambasq;F;37;Periodismo;57827.1;5009.93
46919;Ablana;F;47;Informático;26340.1;2476.01
6319;Kirsten Donovans;F;41;Contador;56604.96;4515.08
24360;Kazunoric;F;30;Arquitectura;37442.05;3081.17
13909;Ransdellw;F;29;Abogado / Notario / Escribano;177907.72;14712.64
19225;Skariachanq;F;29;Mecánico;143741.2;12034.43
3852;Josephl;F;36;Periodismo;31911.34;2424.28
9918;Silviac;F;43;Artes;78186.56;6540.55
13116;Matthewj;F;19;Admnistración;46640.82;3824.74
3353;Paul Days;F;40;Emprendedor / Independiente;96910.48;7797.87
38954;Doulatramanih;F;29;Abogado / Notario / Escribano;20790.09;2015.51
23306;Andreat;F;25;Arquitectura;21524.21;1720.68
10403;Pollardu;F;36;Arquitectura;88481.16;7082.43
41108;Gray-Blocky;M;37;Varios;18244.44;1555.37
30839;Silke Koltrowitzb;M;31;Varios;95999.44;7725.95
33581;Robin Emmottl;M;36;Profesor;42052.74;3790.4
34581;Chi;M;52;Ciencias Varias;32012.4;2380.7
35009;Frank Siebeltu;M;23;Informático;102412.35;8290.36
29945;Thomass;M;23;Mecánico;68988.68;5942.06
1821;Dougk;M;47;Contador;69869.92;5940.49
2232;Mackeye;M;39;Profesor;15707.85;1048.99
28260;"John ODonnell""a";M;38;Ciencias Varias;41176.49;3427.37
17689;en Klaymank;M;35;Informático;8631.04;683.25
5642;Fergus Jenseny;M;26;Doctor;18094.55;1570.88
37940;Jan Schwartzm;M;21;Doctor;55907.52;4543.96
2274;Clare Kanef;M;42;Periodismo;84114.48;6848.54
43990;ini Luisr;M;35;Profesor;8155.79;380.65
50136;Angela Moony;M;26;Informático;138722.36;11264.2
46506;Malonima Guptaz;M;20;Varios;49417.52;4175.13
19260;Praveen Menony;M;22;Profesor;29880.29;2239.02
43457;Frankelg;F;27;Varios;70218.36;5937.53
11518;Johnb;M;51;Mecánico;38694.66;3080.56
22970;LaCapral;M;54;Periodismo;32985.87;2928.82
33055;McGurtyk;M;37;Arquitectura;7493.34;601.44
27721;Marianna Parragas;F;45;Contador;81471.96;6763.33
10539;Dhanyaf;M;47;Ingeniero;84074.88;7097.24
11176;Alanu;M;33;Profesor;81427.02;6877.59
3111;Nadia Damounih;M;42;Varios;34956.58;2809.05
42922;Philip Blenkinsopu;M;42;Artes;21039.96;1493.33
28371;Anna Driverd;M;44;Informático;82402.34;7056.86
11118;Chris Petersm;M;33;Doctor;19633.99;1720.17
36559;Abboudq;F;34;Periodismo;70978.44;5993.87
26226;Elinorp;F;47;Abogado / Notario / Escribano;17577.76;1762.81
48699;Svea Herbst-Baylissl;M;33;Doctor;82623;7138.25
46291;Saphiru;F;54;Contador;41070.53;3364.54
5589;Grantq;M;23;Profesor;72207.52;5881.29
19542;Georgiopoulosl;M;42;Mecánico;82196.31;6957.69
20575;ernard Vaughang;M;41;Admnistración;14722.08;1248.84
50316;Roumeliotisl;M;54;Artes;33720.51;2678.04
46995;Damouniw;M;23;Profesor;81091.76;6424.49
36748;Wanfeng Zhoup;F;20;Mecánico;16454.75;1106.23
26188;Lorenzim;M;19;Doctor;72125.2;6094.43
4829;Liana B.v;M;35;Informático;31754.27;2541.19
4351;Murait;M;36;Contador;16341.08;1292.76
48209;Toonkeln;M;35;Arquitectura;32881.92;2733.16
39889;Noriyuki Hiratay;M;23;Doctor;46850.7;3837.23
32165;raden Reddallm;F;45;Arquitectura;64118.72;5229.23
2940;Murphyt;F;31;Ciencias Varias;7944.18;647.02
34440;Ruckero;F;47;Varios;88983.52;7675.29
29330;Jennifer Ablanl;M;50;Informático;19199.49;1649.96
3933;Xiaoyit;M;33;Contador;64560.52;5293.04
2642;Bakerj;M;27;Emprendedor / Independiente;80892.92;6767.08
5003;ernie Woodallh;M;41;Ingeniero;34019.26;2956.94
36095;Deepax;M;19;Admnistración;9345.96;558.83
33802;Pedro dan;F;41;Abogado / Notario / Escribano;21302.97;1799.25
25578;en Berkowitzq;M;32;Ingeniero;9211.98;769.67
8280;Alexeif;M;31;Periodismo;14501.97;1477.5
28530;Kimw;F;36;Profesor;8961.87;730.82
15707;Nigelg;F;32;Arquitectura;11703.61;993.3
25538;Xiaoyi Shaoy;F;48;Contador;151085.88;12540.49
5032;Baileyz;F;40;Periodismo;97059;8295.25
12925;Hetznerp;F;41;Abogado / Notario / Escribano;17122.37;1183.86
17296;Josephf;F;24;Artes;61664;4930.67
49850;Willsf;F;23;Admnistración;10062.45;941.54
10729;Mutikaniv;F;39;Profesor;56157.03;4790.75
41650;Pedro Nicolaciz;F;53;Admnistración;71305.22;5914.1
21051;Karen Freifeldg;F;45;Informático;43742.01;3792.17
50221;Camposg;M;37;Profesor;28840.8;2169.4
6989;Fabii;M;27;Mecánico;140919.04;12025.25
9871;Stanleyo;M;53;Admnistración;65448.14;5226.01
15271;laise Robinsonl;M;33;Varios;100716.36;8413.03
6954;Noel Rx;M;21;Profesor;16603.43;1205.62
8863;all Davidt;M;45;Ciencias Varias;20261.85;1598.49
43361;Langi Chiangw;M;29;Emprendedor / Independiente;38577.6;3469.8
46408;Wanfengv;M;22;Arquitectura;33882.6;2841.55
12559;Dina Kyriakidous;M;44;Mecánico;30909.93;2554.83
13364;"Eileen OGrady""t";M;25;Profesor;20380.41;1581.37
17644;raden Reddallv;M;27;Doctor;162144.64;13743.05
28786;Maria Golovninai;M;31;Profesor;35952.25;2966.02
40160;Elleno;M;33;Emprendedor / Independiente;21964.79;1783.4
24967;ay;M;40;Ciencias Varias;44941.95;3946.16
9893;Emilyh;M;24;Abogado / Notario / Escribano;62862.69;5155.56
7232;Giannonet;M;34;Contador;66749.64;5379.47
9125;Horowitze;M;24;Abogado / Notario / Escribano;29404.31;2359.36
7642;Soyoung Kimd;M;27;Mecánico;20060.23;1873.69
46957;Melaniea;F;27;Mecánico;53894.12;4583.18
39611;Timq;M;20;Ingeniero;20915.42;1616.95
24443;Uppalj;F;36;Admnistración;12332.86;866.74
46867;Aaronf;F;29;Doctor;18002.68;1430.22
2427;Lawdero;M;29;Emprendedor / Independiente;85926.78;7351.57
30299;Jane Leeb;M;35;Artes;20051.92;1845.99
28493;Luke Bakerg;F;51;Abogado / Notario / Escribano;148841.56;12696.46
39829;Annikay;M;18;Admnistración;69374.78;5710.23
46178;Elzio Barretoc;M;53;Profesor;145917.88;12376.82
44404;McBridet;F;52;Profesor;20145.53;1401.79
19588;Johne;M;25;Arquitectura;18444.26;1360.02
48816;Daveq;F;49;Admnistración;39337.45;3032.12
49269;Barrg;F;25;Profesor;17145.07;1509.76
36645;Luciana Lopezp;M;37;Profesor;98759.91;8524.99
50647;ernie Woodalll;F;53;Periodismo;88688.94;7287.75
27080;Deepa Seetharamanu;M;26;Artes;81268.8;6849.4
27479;Devidutta Tripathyq;M;35;Varios;19708.86;1435.41
50704;Horowitzl;M;36;Artes;56175.12;4916.26
2351;Mikez;F;19;Doctor;37404.67;3344.06
21052;Schnurrr;F;18;Abogado / Notario / Escribano;30363.73;2734.31
11711;Abhishek Vishnoiw;M;51;Artes;101583.48;8648.29
25453;Ramptoni;F;18;Contador;19415.89;1792.99
10476;Michael Roddyt;M;33;Artes;48121.32;4253.11
17974;Kentaro Sugiyamax;M;35;Contador;57196.56;4838.38
7298;Fusen;F;46;Emprendedor / Independiente;62719.36;5315.61
35566;Chen Aizhux;M;20;Varios;67242.56;5819.55
5440;Soyoung Kimf;M;25;Ingeniero;143252.76;12131.73
23541;Karen Freifelda;M;42;Abogado / Notario / Escribano;41896.88;3664.41
32293;Ayesha Rascoey;M;19;Doctor;15833.87;1398.49
9003;Marshk;M;25;Emprendedor / Independiente;62115.81;5064.32
43106;Sam Forgionef;F;28;Informático;136900.4;11257.37
28655;Davidu;F;36;Emprendedor / Independiente;16474.85;1247.9
11130;Myles Neligann;M;43;Arquitectura;66516.32;5333.03
20070;Indulalz;F;50;Varios;85471.89;7179.66
10050;Rosenbergm;M;22;Varios;8557.39;797.12
11160;Chikafumi Hodov;F;21;Emprendedor / Independiente;8294.39;946.2
50834;Alistair Barrn;M;39;Varios;17372.48;1371.71
13193;Edward Krudyd;M;18;Admnistración;43782.45;3543.54
16375;Kristaw;F;38;Informático;14896.98;1232.42
25401;Shalal-Esad;F;26;Artes;79741.88;6748.16
3245;Nate Raymondq;F;32;Admnistración;16216.8;1454.4
18817;Paul Taylorm;M;41;Ciencias Varias;17638.37;1341.86
22501;Guptab;M;41;Artes;60071.07;5069.92
47896;Sherwoodv;M;27;Emprendedor / Independiente;16538.39;1359.2
27761;Alexei Oreskovics;F;18;Emprendedor / Independiente;34627.86;2748.66
46377;Nadia Damounip;F;38;Periodismo;60520.95;4783.41
36791;Raymondd;M;30;Varios;59086.62;4664.89
23616;Lucia Mutikanic;M;20;Periodismo;14646.96;1156.58
40428;Jonathan Cableo;F;39;Informático;26282.47;2125.21
24711;Marcusk;M;23;Doctor;14790.97;1369.58
23874;Jonesg;M;38;Emprendedor / Independiente;71212.16;5749.35
2341;Helenx;M;54;Contador;39094.34;3554.86
23750;ewichx;M;34;Abogado / Notario / Escribano;104917.74;8526.15
18702;Younglain;F;40;Informático;57296.46;4618.71
6064;Chucki;F;21;Informático;42710.62;3766.22
16209;Emmottn;F;30;Ingeniero;17612.18;1143.23
43402;Bullw;F;34;Admnistración;33177.95;2891.83
31106;Alexei Oreskovicz;F;37;Varios;73355.38;6136.95
1166;Tomm;F;29;Arquitectura;31936.05;2432.34
42930;Lucianab;F;22;Mecánico;14647.91;1105.66
41080;Huffstuttert;F;29;Artes;79548.32;6355.03
24262;Ananthalakshmiw;F;22;Ingeniero;7415.08;815.92
18167;Masony;F;25;Varios;19725.7;1835.81
16071;Kumarm;F;36;Varios;82999.64;7156.64
11417;Qing Xiaoyig;M;18;Profesor;9648.22;931.02
50675;Erwin Sebas;M;18;Admnistración;15728.24;1061.69
39348;Leem;M;37;Artes;89757.46;6373.03
23199;Dennyv;M;21;Varios;88535.92;7299.99
28333;Damounid;M;39;Mecánico;69102.09;6027.51
45013;Christiaang;M;28;Varios;28193.38;2643.45
41915;Michaelw;M;42;Emprendedor / Independiente;21637.52;1542.13
39433;Lucia Mutikanin;M;28;Mecánico;28910.45;2414.2
43974;Sarah N.s;M;25;Mecánico;20380.51;1854.38
31884;Johnm;M;52;Varios;43592.45;3758.7
35203;Danl;M;28;Ciencias Varias;60122.68;5004.22
21988;Wohld;M;28;Abogado / Notario / Escribano;20293.24;1700.1
7104;Angelaj;M;42;Profesor;38060.68;3018.72
43042;Sinead Carewe;M;35;Ingeniero;77470.14;6744.85
15155;Davidw;M;33;Ciencias Varias;39883.46;3520.62
48999;Sumeet Chatterjeen;M;42;Arquitectura;36690.32;2922.53
34550;Sarah Marshu;M;29;Mecánico;27653.79;2411.48
47547;Nater;M;45;Doctor;17458.44;1446.87
2335;Thomas Ferrarot;M;44;Doctor;21450.72;1713.56
29915;Forgioneo;M;38;Varios;10361.92;666.49
14808;Clareu;M;32;Varios;14130.65;980.55
33112;Ermane;M;26;Arquitectura;32729.97;2908.5
34834;Nate Raymonda;M;28;Artes;31170.53;2854.54
33756;Joseph Lichtermani;M;37;Varios;59759.68;5062.97
16070;Matt Dailyf;F;20;Ingeniero;15838.8;1415.9
38157;Robinx;F;38;Informático;28253.72;2460.48
49828;Olivia Oranu;F;49;Varios;122322;10018.5
38753;Flynnk;F;43;Artes;32012.65;2721.72
47141;Carolinea;M;30;Informático;83457.76;6936.81
21457;Adlerc;F;43;Mecánico;15712.65;1195.39
24341;Gouldn;M;33;Ciencias Varias;7617.92;626.83
50161;David Ljunggrenx;F;18;Varios;50739.27;4387.27
2975;Olzhase;M;44;Contador;14161.87;1361.16
13360;Janj;M;53;Admnistración;15285.5;1523.79
49226;Jan Strupczewskiv;M;18;Emprendedor / Independiente;36681.48;2999.79
27031;Taiga Uranakab;F;28;Varios;20297.91;1785.49
17278;Alpers;F;44;Arquitectura;28840.47;2466.37
18787;Olivial;F;52;Contador;94216.14;7587.35
5306;Kevin Yaoe;M;20;Profesor;81425.24;6579.44
10834;Busvineg;M;46;Informático;101296.71;8456.39
43581;Piersono;M;33;Varios;33395.89;2902.99
45474;Lee Chyeni;M;19;Emprendedor / Independiente;20785.01;1837.08
36342;Nadia Saleems;M;32;Abogado / Notario / Escribano;7174.99;886.92
47715;Jeffsr;M;19;Periodismo;22318.49;2130.87
19597;Barreraj;F;50;Contador;110143.65;9117.64
10269;Cheeb;M;37;Arquitectura;118062.2;10136.52
2277;Kyriakidouz;M;44;Artes;7012.31;577.36
21049;Hopkinss;F;33;Admnistración;89424.9;7615.08
42401;Peter Rudegeairt;M;39;Emprendedor / Independiente;10341.68;761.81
33374;Qingn;M;34;Admnistración;19213.81;1812.15
23163;Malonimaj;F;18;Informático;61319.37;5065.95
39565;Sarahb;M;55;Periodismo;144901.76;12350.15
28939;Vlastelical;M;30;Doctor;47958.76;3756.56
47013;Lesleyg;M;39;Periodismo;35417.25;3013.44
6576;Arunat;F;38;Varios;109110.57;9109.55
32595;Plumee;F;34;Varios;67951.65;5961.64
28248;LaCaprag;M;18;Periodismo;22931.66;1863.97
28402;Leongi;M;20;Emprendedor / Independiente;88620.14;6814.37
7225;Winfreyg;F;41;Varios;18205.45;1480.12
48740;Siddharth Cavaleo;F;30;Ingeniero;12025.05;1263.09
30886;Bernabeik;F;26;Ciencias Varias;71461.6;5908.13
33591;Nick Tatev;F;50;Ingeniero;89666.88;7309.24
8709;Raymondy;F;18;Admnistración;67917.44;5611.79
34485;Noah Barkinu;F;20;Admnistración;15669.6;1268.8
6460;Christiaan Hetzners;F;24;Varios;83675.56;6913.96
39909;Johnn;F;50;Varios;16558.12;1217.84
13587;Armstronge;F;30;Contador;83037.36;6663.78
33781;Klaymanm;F;26;Informático;9029.7;938.48
39388;Vidya Ranganathans;F;34;Informático;73044.56;6149.05
1801;Rinker;F;46;Mecánico;17519.78;1362.98
22381;Barryd;M;22;Profesor;40406.18;3191.18
34722;Tom Halsg;M;28;Varios;95099.7;7950.98
9443;Daniel Alvarengas;M;35;Ciencias Varias;22410.53;2071.54
10078;Sophie Sassardr;M;29;Ingeniero;105860.04;8996.67
45380;Liana B.r;M;27;Informático;133949.36;11262.45
2830;Rickf;M;26;Ciencias Varias;41160.86;3371.07
39337;Jennifer Sabam;M;20;Informático;27956.77;2624.73
27540;Stanley Whitei;M;20;Admnistración;68197.72;5880.14
13838;Joei;M;34;Artes;7499.94;524.99
5112;Pedrob;M;18;Mecánico;145858.88;11878.91
31484;Wilkess;M;40;Abogado / Notario / Escribano;35417.27;2789.44
18527;Gaynort;M;35;Profesor;69051.14;5503.26
23947;Stevex;M;25;Ciencias Varias;111456.21;9328.02
42243;Wohli;M;51;Contador;76353.4;6597.78
35996;Atossal;M;44;Contador;19795.89;1352.66
5540;Madeline Chamberss;M;21;Ingeniero;15652.99;1318.42
20108;Diane Bartzq;M;18;Informático;13754.5;1261.21
17203;Annax;M;26;Informático;116809;9812.08
35062;Tom Polansekt;M;29;Profesor;8949.7;576.81
8623;Kwokm;M;41;Artes;87027.66;7494.31
10839;Meganx;M;19;Ingeniero;9592.42;502.37
10638;Alistairm;M;34;Artes;62636.07;5099.67
4900;Jennifer Sabaf;M;19;Mecánico;19858.97;1663.91
22819;Menone;M;32;Ingeniero;58995.8;4886.32
28573;Sinead Cruiseg;M;37;Arquitectura;65430;5539.5
14381;Jink;M;41;Varios;70014.48;6114.54
42967;Harryg;M;51;Mecánico;29789.87;2287.49
4550;Andreaj;M;49;Admnistración;16523.75;1516.98
31978;Ashleyw;M;31;Varios;30979.28;2367.61
36051;Carrick Mollenkampi;M;21;Admnistración;105556.38;8962.37
26782;Miyoung Kimg;M;50;Informático;41983.29;3389.61
19669;Robin Emmottm;M;36;Varios;21313.77;1590.15
26631;Chenr;M;36;Emprendedor / Independiente;73376.94;5961.75
31182;Tom Halsz;M;38;Informático;20226.28;1617.52
48039;Saraht;M;22;Admnistración;39992.36;3127.55
16193;Jessicav;M;28;Emprendedor / Independiente;63030.88;5532.57
11408;Bryana;M;19;Ciencias Varias;54695.22;4754.94
35552;Steven C.o;M;27;Ingeniero;41415.52;3573.29
24697;Berginn;M;24;Varios;7304.06;425.55
43872;enm;M;31;Periodismo;36779.34;2847.95
9926;Barte;M;29;Arquitectura;30404.4;2804.7
13489;Neligana;M;25;Periodismo;60185.82;4762.49
16382;Jeanineh;M;31;Abogado / Notario / Escribano;90411.9;7394.33
8643;Lynnz;M;28;Admnistración;73095.76;6077.31
43413;Chadbournw;M;48;Ingeniero;77480.73;6325.73
41520;Toni Vorobyovav;M;18;Informático;76300.92;6416.41
16808;Dhanyac;M;22;Artes;91570.71;7846.89
11745;Malonima Guptaj;F;30;Varios;44120.8;3468.73
22159;Caroline Valetkevitchq;F;41;Periodismo;71695.68;5734.64
50746;Levinea;F;20;Contador;18438.88;1465.57
5880;Nate Raymondz;F;24;Arquitectura;66681.8;5278.82
20367;Silken;F;31;Emprendedor / Independiente;20341.87;1505.16
22211;Baltimorez;F;20;Ingeniero;29198.56;2340.21
16373;Martinnei;F;52;Artes;87636.03;7265
21344;Alister Bullj;F;20;Profesor;17461.98;1642.17
12485;Georgina Prodhanq;F;18;Varios;19170.45;1510.54
48021;LaCapra Grantj;F;20;Ingeniero;61600.83;5313.4
19818;Mikolajczaka;F;29;Arquitectura;35844.66;2743.06
27827;Christoph Steitzt;F;43;Emprendedor / Independiente;16069.44;1311.12
20748;Janx;F;28;Artes;21414.43;1963.54
8564;Wohlg;F;36;Admnistración;94934.94;8039.25
19954;Colep;F;19;Emprendedor / Independiente;103755.87;8577.32
46344;yv;M;25;Emprendedor / Independiente;16819.98;1680.67
38617;Kaiserw;F;18;Emprendedor / Independiente;57588.9;5098.08
31123;Wahbax;M;23;Varios;61695.68;5230.31
28826;Malathiw;F;33;Doctor;137714.36;11609.2
8314;Foo Yunk;M;24;Varios;22251.84;1799.32
44067;Mark Johnf;M;25;Contador;78417.44;6772.79
33330;Euani;M;36;Informático;9394.66;593.89
41808;Bakerm;M;35;Ciencias Varias;33878.15;3031.18
31590;Shaod;M;18;Varios;57683.19;4729.93
11380;Valetkevitchz;F;32;Ciencias Varias;9110.18;753.18
48020;Nigel Daviesw;M;38;Admnistración;43644.96;3551.08
21653;Scuffhamy;M;27;Varios;73339.92;5916.66
39182;Groverp;F;21;Contador;35260.69;2839.39
37292;Jonathan Leffh;M;42;Profesor;64666.48;5144.87
39220;Mariannaa;M;43;Doctor;120450.32;9985.53
18606;Nivedita Bhattacharjeep;F;42;Varios;144037.08;12222.09
14694;Brownx;F;23;Periodismo;47270.22;4122.19
9636;Richwinew;M;30;Emprendedor / Independiente;63761.19;5143.43
2880;Chikafumin;F;31;Ingeniero;60348.92;5245.08
48249;Bethz;F;31;Profesor;65714.32;5202.19
38196;Rosendahlf;F;54;Mecánico;133394.48;10851.21
20457;Schladerm;F;23;Doctor;128066.44;10394.2
32030;en Klaymanc;F;41;Ciencias Varias;60182.7;4800.23
45815;Jedx;F;38;Varios;102212.37;8470.7
13836;Renee Maltezouj;F;53;Arquitectura;12241.57;1248.13
44949;Langep;F;38;Contador;10418.05;994.17
35949;Vaughanl;F;52;Ciencias Varias;41122.69;3717.89
20781;Honanq;F;20;Ingeniero;83075.64;7015.97
32421;Kevin Liml;F;32;Mecánico;81402.48;6802.54
31531;Soyoungc;F;38;Arquitectura;79631.28;6459.94
35981;Rodrigo Camposr;F;33;Profesor;18827.29;1484.94
33382;John McCrankk;F;42;Contador;68266.3;5417.86
24379;Steve Slateri;F;19;Profesor;56343.8;4661.32
39199;Framkee;M;21;Arquitectura;118462.56;9702.88
18342;Chuck Mikolajczaks;M;34;Abogado / Notario / Escribano;30132.24;2782.02
21588;Y-Singj;M;34;Artes;60788.82;4851.74
42017;Martin Pettyw;M;28;Varios;17926.7;1468.89
30012;Vizcainoa;M;45;Mecánico;34081.78;3076.15
20169;Luciag;M;30;Ingeniero;36993.43;3348.79
35468;Karen Jacobsu;M;32;Doctor;14219.02;1126.92
4655;Donovang;M;23;Varios;18231.52;1448.29
47792;Lioneld;M;38;Ciencias Varias;119312.08;10015.67
